"Category","Condition","Value","Dataset","OR","CI_low","CI_high","K....k","I2....I2","tau2....tau2","p_value"
"2nd-generation EGFR TKIs","follow_up","<2 years","vt_total",0.749483299307558,0.380590399173088,1.47593112480348,2,0,0,0.404257237079469
"1st-generation EGFR TKIs","follow_up",">=2 years","vt_total",0.552357834074459,0.404676158276031,0.753934153578967,17,0,0,0.000184474540766583
"3rd-generation EGFR TKIs","follow_up",">=2 years","vt_total",2.02739726027397,0.360182553228226,11.4118232938449,1,NA,NA,0.422741591250678
"2nd-generation EGFR TKIs","follow_up",">=2 years","vt_total",1.92860368682514,0.799337543864029,4.65324343812911,2,0,0,0.143861383435406
"3rd-generation EGFR TKIs","follow_up","<2 years","hyper_total",0.358068881834361,0.230024743364523,0.557389271531232,4,0.855589682094695,1.60114507296898,5.39975816561531e-06
"1st-generation EGFR TKIs","follow_up","<2 years","hyper_total",0.272113214886806,0.218886126225616,0.338283668283804,9,0.848696776056017,0.714908787995267,1.01146067751613e-31
"2nd-generation EGFR TKIs","follow_up","<2 years","hyper_total",0.451162790697674,0.20710125219364,0.982842264612653,1,NA,NA,0.0451205696301289
"1st-generation EGFR TKIs","follow_up",">=2 years","hyper_total",0.341772992950327,0.26059165019925,0.448244518275669,10,0.847040839167937,1.4149431783368,8.54666069084435e-15
"3rd-generation EGFR TKIs","follow_up",">=2 years","hyper_total",0.13030303030303,0.052994867759818,0.320387245480141,1,NA,NA,9.01116114007209e-06
"2nd-generation EGFR TKIs","follow_up",">=2 years","hyper_total",0.843207440228701,0.447336154951377,1.58940604149092,2,0,0,0.597985442593313
"3rd-generation EGFR TKIs","median_age","<65 years","cardiac_serious1",0.958761082006481,0.698169816245435,1.31661780698794,10,0,0,0.794683811688807
"1st-generation EGFR TKIs","median_age","<65 years","cardiac_serious1",0.766943281239007,0.610532700656203,0.963424229374533,31,0.0613881662672241,0.032411995259644,0.0225980849050324
"2nd-generation EGFR TKIs","median_age","<65 years","cardiac_serious1",0.994954003419367,0.599120313000764,1.65231164331924,6,0,0,0.984404580431664
"1st-generation EGFR TKIs","median_age",">=65 years","cardiac_serious1",1.11778732715192,0.535043403591377,2.33522832045912,8,0,0,0.767060426676645
"3rd-generation EGFR TKIs","median_age",">=65 years","cardiac_serious1",1.13542825775065,0.554660903061768,2.324298181794,3,0.661533721422072,1.90566207056052,0.728233578120174
"2nd-generation EGFR TKIs","median_age",">=65 years","cardiac_serious1",0.976190476190476,0.0600513497843572,15.8688830347194,1,NA,NA,0.986486238662663
"1st-generation EGFR TKIs","median_age","<65 years","cardiac_total1",0.866891769935423,0.738526780176856,1.0175681653708,36,0.140790559882574,0.0451767175228878,0.0806428423575885
"3rd-generation EGFR TKIs","median_age","<65 years","cardiac_total1",1.11115203560902,0.913302960526059,1.35186121101251,12,0.484393167806269,0.126016433866819,0.292113091402967
"2nd-generation EGFR TKIs","median_age","<65 years","cardiac_total1",0.869153678236907,0.550578131361405,1.37206342454033,6,0.00799936499234707,0.00388209416869461,0.547156007677897
"1st-generation EGFR TKIs","median_age",">=65 years","cardiac_total1",1.22107993786106,0.613316816343942,2.43110277578077,8,0,0,0.569695198289014
"3rd-generation EGFR TKIs","median_age",">=65 years","cardiac_total1",0.95811322974777,0.653452260316283,1.40481717910561,4,0.875864184286698,1.68191265493192,0.82653812970641
"2nd-generation EGFR TKIs","median_age",">=65 years","cardiac_total1",0.972972972972973,0.396968248908321,2.3847660580897,1,NA,NA,0.952234700363378
"1st-generation EGFR TKIs","median_age","<65 years","vascular_serious",0.513034819133136,0.430851945838321,0.610893668196959,41,0.576740945484583,0.574964434774656,6.7373673188778e-14
"3rd-generation EGFR TKIs","median_age","<65 years","vascular_serious",0.724556631727178,0.560813985355957,0.936107740335004,10,0.714311472354971,0.562284696833486,0.0136967532625531
"2nd-generation EGFR TKIs","median_age","<65 years","vascular_serious",1.32769193856978,0.800573137780221,2.20187987899627,7,0.0513662533961093,0.0304339486984071,0.272125454891284
"1st-generation EGFR TKIs","median_age",">=65 years","vascular_serious",0.190786627538797,0.12388885987759,0.293807992773466,10,0.571391182284047,0.907765865132556,5.48158755573028e-14
"3rd-generation EGFR TKIs","median_age",">=65 years","vascular_serious",0.725792558316663,0.384182513214873,1.37115776899825,5,0.381307064130386,0.485176599663647,0.323431309564243
"2nd-generation EGFR TKIs","median_age",">=65 years","vascular_serious",0.469512195121951,0.1134451126263,1.94315732308707,1,NA,NA,0.296817534801559
"1st-generation EGFR TKIs","median_age","<65 years","vascular_total",0.474594220071292,0.41853685900274,0.538159707753728,42,0.67153739969566,0.410557081895419,3.20915207334956e-31
"3rd-generation EGFR TKIs","median_age","<65 years","vascular_total",0.547926773222091,0.471377080355744,0.63690782035265,10,0.937713291419803,1.18583963379047,4.66258202761505e-15
"2nd-generation EGFR TKIs","median_age","<65 years","vascular_total",0.918702174591715,0.645642677496318,1.30724581106143,7,0.280568497533638,0.105013537594476,0.637513889069128
"1st-generation EGFR TKIs","median_age",">=65 years","vascular_total",0.172814171275312,0.123208593284357,0.242391679001214,12,0.618403166521651,0.762850300995018,2.70778490086877e-24
"3rd-generation EGFR TKIs","median_age",">=65 years","vascular_total",0.375283198220665,0.256598922086073,0.548862316808521,5,0.881729714894224,2.14136265559479,4.35354609292618e-07
"2nd-generation EGFR TKIs","median_age",">=65 years","vascular_total",1.05405405405405,0.57401974061731,1.93552568013248,1,NA,NA,0.865185052008389
"3rd-generation EGFR TKIs","median_age","<65 years","arrhy_serious1",1.24936646763715,0.66494229546046,2.34744665982665,10,0,0,0.489015879478049
"1st-generation EGFR TKIs","median_age","<65 years","arrhy_serious1",0.919309508288322,0.636428511127154,1.32792600779707,23,0,0,0.653870264176046
"2nd-generation EGFR TKIs","median_age","<65 years","arrhy_serious1",0.873419648245259,0.365671147181117,2.08619653976425,4,0.0940861128163408,0.134442054230908,0.760626908017541
"3rd-generation EGFR TKIs","median_age",">=65 years","arrhy_serious1",0.619162543450647,0.201423705890955,1.90326284345009,3,0.403782483180995,1.1347286371209,0.402759271410011
"1st-generation EGFR TKIs","median_age",">=65 years","arrhy_serious1",0.254397646637912,0.0279224961181021,2.31777855178755,2,0,0,0.224640894533552
"2nd-generation EGFR TKIs","median_age",">=65 years","arrhy_serious1",2.96449704142012,0.119056444179517,73.8157667075748,1,NA,NA,0.507639017386107
"3rd-generation EGFR TKIs","median_age","<65 years","hf_serious",0.907373835540332,0.466327002719825,1.76555780090187,9,0,0,0.774729607134068
"1st-generation EGFR TKIs","median_age","<65 years","hf_serious",0.983098809151505,0.594211221018148,1.62649784179284,19,0,0,0.947093958348929
"2nd-generation EGFR TKIs","median_age","<65 years","hf_serious",0.912921820140849,0.236000197942678,3.5314641977195,3,0,0,0.894989754252104
"3rd-generation EGFR TKIs","median_age",">=65 years","hf_serious",2.13611101844748,0.59765941651671,7.63473335654394,2,0.725636697329478,4.72954505120125,0.24284454416357
"1st-generation EGFR TKIs","median_age",">=65 years","hf_serious",1.48350750512026,0.24580388230435,8.95345711026309,2,0.304610891297618,1.11630919770117,0.667176724351577
"1st-generation EGFR TKIs","median_age","<65 years","vt_serious",0.643850641342207,0.526139839174755,0.787896330007968,38,0.139786786096348,0.0781358597539366,1.91868623325736e-05
"3rd-generation EGFR TKIs","median_age","<65 years","vt_serious",0.686751938012482,0.535977508634635,0.879940327282276,10,0.74590057542266,0.625066529723514,0.00296577858817128
"2nd-generation EGFR TKIs","median_age","<65 years","vt_serious",1.09694079319765,0.694118908408949,1.73353454171021,7,0.285396601971336,0.193789852643777,0.691908787776077
"1st-generation EGFR TKIs","median_age",">=65 years","vt_serious",0.972244646735915,0.480427439257192,1.96753885366778,7,0,0,0.937620358078037
"3rd-generation EGFR TKIs","median_age",">=65 years","vt_serious",2.90026970750262,1.12958621415884,7.44658908795302,2,0,0,0.0268813150148338
"2nd-generation EGFR TKIs","median_age",">=65 years","vt_serious",0.375903614457831,0.070854939808783,1.99426501163926,1,NA,NA,0.25047227246671
"1st-generation EGFR TKIs","median_age","<65 years","hyper_serious",0.284541632508982,0.207087797849331,0.390964322725488,12,0.76179249524976,1.85914322328131,8.97060617442913e-15
"3rd-generation EGFR TKIs","median_age","<65 years","hyper_serious",1.00531867962193,0.219945323567689,4.5950767727314,3,0.174779536915037,0.514855761720757,0.994541368069638
"2nd-generation EGFR TKIs","median_age","<65 years","hyper_serious",0.690033605612383,0.0885206592957169,5.37892940091854,2,0,0,0.723252953735653
"1st-generation EGFR TKIs","median_age",">=65 years","hyper_serious",0.0902703776867816,0.049373586517323,0.165042518935811,6,0,0,5.6365151467001e-15
"3rd-generation EGFR TKIs","median_age",">=65 years","hyper_serious",0.277794086980969,0.101526874531342,0.76008992808862,5,0,0,0.0126271203403145
"2nd-generation EGFR TKIs","median_age",">=65 years","hyper_serious",2.96449704142012,0.119056444179517,73.8157667075748,1,NA,NA,0.507639017386107
"1st-generation EGFR TKIs","median_age","<65 years","arrhy_total1",1.00317386063862,0.816722764377219,1.23219021014552,29,0,0,0.975903885420745
"3rd-generation EGFR TKIs","median_age","<65 years","arrhy_total1",1.32340853008258,1.04137183603405,1.68182975272828,12,0.401606550708142,0.145565274756249,0.0219357139017167
"2nd-generation EGFR TKIs","median_age","<65 years","arrhy_total1",0.689495052897834,0.352167898285101,1.34993402375852,4,0.166436352854297,0.219699151278934,0.278088183480415
"3rd-generation EGFR TKIs","median_age",">=65 years","arrhy_total1",1.02238224761603,0.66170900344972,1.57964521381917,4,0.794769590271033,1.1131235079908,0.920566618090985
"1st-generation EGFR TKIs","median_age",">=65 years","arrhy_total1",0.254397646637912,0.0279224961181021,2.31777855178755,2,0,0,0.224640894533552
"2nd-generation EGFR TKIs","median_age",">=65 years","arrhy_total1",1.62077922077922,0.507651459862859,5.17466311082678,1,NA,NA,0.414888105510547
"3rd-generation EGFR TKIs","median_age","<65 years","hf_total",0.690439477184269,0.416242082293527,1.1452630378644,9,0,0,0.151385360514804
"1st-generation EGFR TKIs","median_age","<65 years","hf_total",0.939656830653629,0.591616518914629,1.49244473601562,21,0,0,0.792033055291853
"2nd-generation EGFR TKIs","median_age","<65 years","hf_total",0.912921820140849,0.236000197942678,3.5314641977195,3,0,0,0.894989754252104
"1st-generation EGFR TKIs","median_age",">=65 years","hf_total",0.982181445551523,0.221874635562808,4.34786242933388,3,0,0,0.981102098683558
"3rd-generation EGFR TKIs","median_age",">=65 years","hf_total",0.655045494755466,0.26711005688076,1.60639627429296,2,0.888851304555129,9.0749800600732,0.355314927989605
"1st-generation EGFR TKIs","median_age","<65 years","vt_total",0.620339371701309,0.519263778923048,0.741089503452163,39,0.434017841483239,0.306999077636308,1.42544874840028e-07
"3rd-generation EGFR TKIs","median_age","<65 years","vt_total",0.53824999644972,0.452888030567019,0.63970129286791,10,0.923103325722101,1.41343361274446,2.05363253703625e-12
"2nd-generation EGFR TKIs","median_age","<65 years","vt_total",1.09694079319765,0.694118908408949,1.73353454171021,7,0.285396601971336,0.193789852643777,0.691908787776077
"1st-generation EGFR TKIs","median_age",">=65 years","vt_total",0.872996997855319,0.500163576482204,1.5237490175207,8,0.245295825971498,0.288979962085588,0.632696235009572
"3rd-generation EGFR TKIs","median_age",">=65 years","vt_total",2.90026970750262,1.12958621415884,7.44658908795302,2,0,0,0.0268813150148338
"2nd-generation EGFR TKIs","median_age",">=65 years","vt_total",0.678571428571428,0.20647616841733,2.23008392301618,1,NA,NA,0.522975358574145
"1st-generation EGFR TKIs","median_age","<65 years","hyper_total",0.364558254517625,0.305249645794256,0.435390254396941,18,0.79909802757901,0.701293780850003,8.1342616108855e-29
"3rd-generation EGFR TKIs","median_age","<65 years","hyper_total",0.916826958310189,0.693381705669243,1.21227840972961,8,0.0479851481635321,0.00834243475823962,0.542335657190014
"2nd-generation EGFR TKIs","median_age","<65 years","hyper_total",0.677511711917145,0.417035389029104,1.10067905952429,4,0,0,0.115832230554355
"1st-generation EGFR TKIs","median_age",">=65 years","hyper_total",0.112413042776101,0.074489333643349,0.169644317758101,7,0.383838843810784,0.229508796012003,2.25030713901322e-25
"3rd-generation EGFR TKIs","median_age",">=65 years","hyper_total",0.27080716911612,0.175824307488536,0.417101161336686,5,0.846193029872774,1.89242690816674,3.06805207949587e-09
"2nd-generation EGFR TKIs","median_age",">=65 years","hyper_total",1.65466297322253,0.835582863730166,3.27664636722107,1,NA,NA,0.148550295746586
"1st-generation EGFR TKIs","treat_line","front-line","cardiac_serious1",0.819072601076656,0.569830696108122,1.17733202232964,19,0,0,0.280984346209507
"3rd-generation EGFR TKIs","treat_line","front-line","cardiac_serious1",0.97822885861537,0.712679615759944,1.34272354458677,10,0.0956066338719102,0.0304233274255829,0.891648521557399
"2nd-generation EGFR TKIs","treat_line","front-line","cardiac_serious1",0.745923511281924,0.321352718950989,1.73143667960692,5,0,0,0.495068149737302
"1st-generation EGFR TKIs","treat_line","subsequent-line","cardiac_serious1",0.74885239833713,0.587515672898225,0.954493540110913,25,0.222097827464538,0.133336388735664,0.0194819727971901
"3rd-generation EGFR TKIs","treat_line","subsequent-line","cardiac_serious1",0.804073541512555,0.280243181116949,2.30704724940564,2,0.667668523143419,1.87182129582473,0.68511819691888
"2nd-generation EGFR TKIs","treat_line","subsequent-line","cardiac_serious1",0.98199188440002,0.638246561141333,1.51087075080059,5,0.191627481947431,0.07061270011894,0.934117881356405
"1st-generation EGFR TKIs","treat_line","front-line","cardiac_total1",0.806721456536737,0.650677440647167,1.00018760107845,23,0.0839921593705599,0.0294613473875792,0.0502002543223987
"3rd-generation EGFR TKIs","treat_line","front-line","cardiac_total1",1.01627699052468,0.836212689083421,1.23511510283584,11,0.426727803218913,0.0875314013231716,0.871093826425241
"2nd-generation EGFR TKIs","treat_line","front-line","cardiac_total1",0.838906903293052,0.447364484948941,1.57313514163526,5,0,0,0.58397955094585
"1st-generation EGFR TKIs","treat_line","subsequent-line","cardiac_total1",0.811769415036399,0.665378654190438,0.990367783875335,27,0.3762281688067,0.208541095864744,0.0398443182096298
"3rd-generation EGFR TKIs","treat_line","subsequent-line","cardiac_total1",0.614510276285831,0.344908208552546,1.09485036974224,5,0.703068390632666,2.25931658937573,0.0984441045995693
"2nd-generation EGFR TKIs","treat_line","subsequent-line","cardiac_total1",0.851290087960478,0.578557099345829,1.25258995988325,5,0.19729386911546,0.0571090371975082,0.413898041746192
"1st-generation EGFR TKIs","treat_line","front-line","vascular_serious",0.274099722831901,0.219786989642906,0.341833964688227,30,0.673416570323843,1.08620141740484,1.53352298824603e-30
"3rd-generation EGFR TKIs","treat_line","front-line","vascular_serious",0.771912343847352,0.600344707436472,0.992510901159172,10,0.741057908952588,0.617830434414795,0.0435311099700708
"2nd-generation EGFR TKIs","treat_line","front-line","vascular_serious",0.963524985441214,0.509883488408332,1.82076968302612,5,0.0227717906979735,0.0154055825686624,0.908895683573535
"1st-generation EGFR TKIs","treat_line","subsequent-line","vascular_serious",0.675401283675932,0.54829371978395,0.831975413052051,28,0.292252117925755,0.158611813122365,0.000224954071998212
"3rd-generation EGFR TKIs","treat_line","subsequent-line","vascular_serious",0.452278905404451,0.220545896732971,0.92749949694833,4,0.251746989361877,0.306128367581844,0.0303602549308061
"2nd-generation EGFR TKIs","treat_line","subsequent-line","vascular_serious",1.32663273550198,0.842674653755819,2.08853370284878,5,0,0,0.222202977873465
"1st-generation EGFR TKIs","treat_line","front-line","vascular_total",0.317134555186972,0.273296173700093,0.368004881780766,32,0.795203494101562,0.861857323178248,1.02813024098946e-51
"3rd-generation EGFR TKIs","treat_line","front-line","vascular_total",0.590370530897092,0.511315131579001,0.681648834986341,10,0.946399393732599,1.24771227818153,6.73289680318691e-13
"2nd-generation EGFR TKIs","treat_line","front-line","vascular_total",0.852480958090795,0.605839415958726,1.19953202905654,5,0.0197776294164762,0.00336418746113696,0.359709905569188
"1st-generation EGFR TKIs","treat_line","subsequent-line","vascular_total",0.430860651505544,0.371385363871797,0.499860573611256,30,0.594441950244546,0.296394678566173,1.1298477253501e-28
"3rd-generation EGFR TKIs","treat_line","subsequent-line","vascular_total",0.255107821022707,0.164285221582056,0.39614032059754,5,0.724029641421248,1.0083038876685,1.17244100586517e-09
"2nd-generation EGFR TKIs","treat_line","subsequent-line","vascular_total",1.32663273550198,0.842674653755819,2.08853370284878,5,0,0,0.222202977873465
"3rd-generation EGFR TKIs","treat_line","front-line","arrhy_serious1",1.06587721764922,0.582416866276966,1.9506547781935,10,0,0,0.83608985638275
"1st-generation EGFR TKIs","treat_line","front-line","arrhy_serious1",0.884623317951124,0.457385731309892,1.71093753279472,10,0,0,0.715663897940178
"2nd-generation EGFR TKIs","treat_line","front-line","arrhy_serious1",0.571140778238185,0.115600638720243,2.82179918880844,3,0,0,0.491950352009764
"1st-generation EGFR TKIs","treat_line","subsequent-line","arrhy_serious1",0.811838129109525,0.560275190930215,1.17635254700783,20,0,0,0.270624641588903
"3rd-generation EGFR TKIs","treat_line","subsequent-line","arrhy_serious1",0.50226506489431,0.11320615341631,2.22841416124771,2,0.374020124868753,1.09239700575683,0.36500000116347
"2nd-generation EGFR TKIs","treat_line","subsequent-line","arrhy_serious1",1.60665342320622,0.798110005972597,3.23431006124849,5,0,0,0.184096845566807
"3rd-generation EGFR TKIs","treat_line","front-line","hf_serious",1.31909168659788,0.681343206970935,2.55378326201743,8,0.161030139742474,0.272394677304057,0.411284433573075
"1st-generation EGFR TKIs","treat_line","front-line","hf_serious",0.641874046093033,0.254855968427686,1.61660836742281,8,0,0,0.346826786959856
"2nd-generation EGFR TKIs","treat_line","front-line","hf_serious",0.156576200417537,0.00632876141745649,3.87376058600824,1,NA,NA,0.257341346248572
"1st-generation EGFR TKIs","treat_line","subsequent-line","hf_serious",0.937783963800926,0.562549865316834,1.56330810294812,16,0,0,0.805403821363695
"3rd-generation EGFR TKIs","treat_line","subsequent-line","hf_serious",0.668885630498534,0.121139802021193,3.69331944763414,2,0.255887084445263,0.83172272684358,0.644593569491185
"2nd-generation EGFR TKIs","treat_line","subsequent-line","hf_serious",1.05740412722179,0.354389467605659,3.15501331295158,3,0,0,0.920285012244236
"1st-generation EGFR TKIs","treat_line","front-line","vt_serious",0.476414059612404,0.34274650087307,0.662210571422947,27,0,0,1.01853433569414e-05
"3rd-generation EGFR TKIs","treat_line","front-line","vt_serious",0.782460791847889,0.609830569839984,1.00395900280938,9,0.832654478490051,1.0373788689344,0.0537438219468715
"2nd-generation EGFR TKIs","treat_line","front-line","vt_serious",0.966846636053869,0.525421913261215,1.7791272005512,5,0.280673786199782,0.245597091532705,0.913711587415196
"1st-generation EGFR TKIs","treat_line","subsequent-line","vt_serious",0.713262295309846,0.577944989152183,0.880262155498522,26,0.200510153122822,0.0879453934550073,0.00164292184977639
"3rd-generation EGFR TKIs","treat_line","subsequent-line","vt_serious",0.918325499227105,0.39230169590554,2.14967646414093,2,0.12631843893164,0.0745708526194347,0.844340088398939
"2nd-generation EGFR TKIs","treat_line","subsequent-line","vt_serious",1.17193937378279,0.757933239791169,1.81208822059422,5,0.161898985766179,0.0586032058171227,0.475521811687817
"1st-generation EGFR TKIs","treat_line","front-line","hyper_serious",0.206211233178576,0.155357330850042,0.273711401041474,12,0.833076429188543,1.97623690916814,8.47589663293231e-28
"3rd-generation EGFR TKIs","treat_line","front-line","hyper_serious",0.676220526594011,0.242795795720485,1.88336951729392,5,0,0,0.454087339431113
"2nd-generation EGFR TKIs","treat_line","front-line","hyper_serious",0.985098114783056,0.137546961195054,7.05517800842572,2,0,0,0.988074596040321
"1st-generation EGFR TKIs","treat_line","subsequent-line","hyper_serious",0.21921000468067,0.099750518278154,0.4817320950464,11,0,0,0.000158054041551642
"3rd-generation EGFR TKIs","treat_line","subsequent-line","hyper_serious",0.115446181581844,0.0209545842586997,0.636033656277135,3,0,0,0.0131495303267031
"2nd-generation EGFR TKIs","treat_line","subsequent-line","hyper_serious",0.695357473350239,0.0891421597612897,5.42416761091309,2,0,0,0.728844788979247
"3rd-generation EGFR TKIs","treat_line","front-line","arrhy_total1",1.11534764123672,0.881962906187845,1.41049056834978,11,0.209161403150344,0.0475660090303974,0.362104772294761
"1st-generation EGFR TKIs","treat_line","front-line","arrhy_total1",0.779319216582648,0.59904433897786,1.01384555669332,13,0.221736697289144,0.0802374703040536,0.063236753818207
"2nd-generation EGFR TKIs","treat_line","front-line","arrhy_total1",1.0183967451968,0.386108380591378,2.68611608232622,3,0.15450124017362,0.289955005063203,0.970613061816391
"1st-generation EGFR TKIs","treat_line","subsequent-line","arrhy_total1",0.979841282291996,0.746154263863265,1.28671641372482,23,0.248405620024571,0.191966063839318,0.88352986926668
"3rd-generation EGFR TKIs","treat_line","subsequent-line","arrhy_total1",0.776341342514002,0.387356512731391,1.55594616402999,5,0.519815513222362,1.4186551619978,0.475419219309081
"2nd-generation EGFR TKIs","treat_line","subsequent-line","arrhy_total1",1.01143003852162,0.594920213606239,1.71954272090163,5,0.368129404515873,0.288264702456595,0.966519297403722
"1st-generation EGFR TKIs","treat_line","front-line","hf_total",0.863923587490176,0.394408622905532,1.89236218905047,11,0,0,0.714644540541003
"3rd-generation EGFR TKIs","treat_line","front-line","hf_total",0.860577310218708,0.523922207470643,1.41355586058979,8,0.385492402809426,0.548222486482027,0.553167876403538
"2nd-generation EGFR TKIs","treat_line","front-line","hf_total",0.156576200417537,0.00632876141745649,3.87376058600824,1,NA,NA,0.257341346248572
"1st-generation EGFR TKIs","treat_line","subsequent-line","hf_total",0.791009352156443,0.489645056612865,1.2778558401615,17,0,0,0.338041631224
"3rd-generation EGFR TKIs","treat_line","subsequent-line","hf_total",0.214460548222444,0.0599505950884205,0.767187159294021,2,0.704853110628715,4.21552838360591,0.0179090609314461
"2nd-generation EGFR TKIs","treat_line","subsequent-line","hf_total",1.05740412722179,0.354389467605659,3.15501331295158,3,0,0,0.920285012244236
"1st-generation EGFR TKIs","treat_line","front-line","vt_total",0.460294837180312,0.354574495589256,0.597536878062107,29,0.401092114020846,0.469096838190083,5.62203691095224e-09
"3rd-generation EGFR TKIs","treat_line","front-line","vt_total",0.598404403949885,0.505174327880969,0.708840118951951,9,0.943900489776665,1.76350404762235,2.80929640796042e-09
"2nd-generation EGFR TKIs","treat_line","front-line","vt_total",1.01078999712359,0.565770440333701,1.80584976776535,5,0.140875582733783,0.0868817543832645,0.971084549611562
"1st-generation EGFR TKIs","treat_line","subsequent-line","vt_total",0.688557097278127,0.571036812683803,0.830263243421764,27,0.360278840289415,0.160188730141365,9.30357742828076e-05
"3rd-generation EGFR TKIs","treat_line","subsequent-line","vt_total",0.918325499227105,0.39230169590554,2.14967646414093,2,0.12631843893164,0.0745708526194347,0.844340088398939
"2nd-generation EGFR TKIs","treat_line","subsequent-line","vt_total",1.17193937378279,0.757933239791169,1.81208822059422,5,0.161898985766179,0.0586032058171227,0.475521811687817
"1st-generation EGFR TKIs","treat_line","front-line","hyper_total",0.300296737588026,0.252996463141588,0.356440281758183,17,0.872156615671782,1.0729616783663,4.65447491057494e-43
"3rd-generation EGFR TKIs","treat_line","front-line","hyper_total",0.877046061810306,0.681320405151884,1.1289986160997,9,0.48200850136334,0.144569868982815,0.308552510093515
"2nd-generation EGFR TKIs","treat_line","front-line","hyper_total",0.911607485406845,0.614101557437077,1.35324230558549,4,0.535319907384219,0.214706907016877,0.646127288051274
"1st-generation EGFR TKIs","treat_line","subsequent-line","hyper_total",0.195509779518134,0.149816528589274,0.25513923094575,13,0.0684541070353896,0.0213262814676415,2.88866704986602e-33
"3rd-generation EGFR TKIs","treat_line","subsequent-line","hyper_total",0.173395077251275,0.101962263643203,0.294872355131161,5,0.621225522378455,0.864226881930994,9.94304230119776e-11
"2nd-generation EGFR TKIs","treat_line","subsequent-line","hyper_total",0.695357473350239,0.0891421597612897,5.42416761091309,2,0,0,0.728844788979247
