"Category","Condition","Value","Dataset","OR","CI_low","CI_high","K....k","I2....I2","tau2....tau2","p_value"
"Befotertinib","treat_line","priority therapy","vascular_serious",16.0778443113772,2.10065037324151,123.055735972854,1,NA,NA,0.00747796990542565
"Icotinib","treat_line","priority therapy","vascular_serious",0.0621973929236499,0.00812639892073455,0.476043044924654,1,NA,NA,0.00747796990542565
"Lazertinib","treat_line","priority therapy","vascular_serious",0.76812436263728,0.504432694997786,1.16966057578706,3,0.687855761979121,0.347362625612981,0.218866864595708
"Gefitinib","treat_line","non-priority therapy","vascular_serious",0.195564997674389,0.0227008643236485,1.68476705424567,2,0,0,0.13748732778822
"Osimertinib","treat_line","non-priority therapy","vascular_serious",0.452278905404451,0.220545896732971,0.92749949694833,4,0.251746989361877,0.306128367581844,0.0303602549308061
"Erlotinib","treat_line","non-priority therapy","vascular_serious",0.686583452435102,0.556591295215088,0.846935338748945,26,0.318187791805934,0.168075760957896,0.000445996569329448
"Afatinib","treat_line","non-priority therapy","vascular_serious",1.65708316263826,0.884671205809103,3.1038928246657,2,0.470000794610757,0.314838095210755,0.11473136938449
"Dacomitinib","treat_line","non-priority therapy","vascular_serious",1.0220897563618,0.526130560969467,1.98556698195743,3,0,0,0.948581333862641
"Erlotinib","treat_line","priority therapy","vascular_total",0.244190624202178,0.197336821599064,0.302168953898526,17,0.734384087603709,0.700292872333659,1.80173766267925e-38
"Almonertinib","treat_line","priority therapy","vascular_total",2.23765432098765,1.09326434301913,4.5799507614117,1,NA,NA,0.0275270083710019
"Gefitinib","treat_line","priority therapy","vascular_total",0.488297010276078,0.392867505800134,0.606906824118602,14,0.777725557786227,0.711509049610139,1.03981374456971e-10
"Osimertinib","treat_line","priority therapy","vascular_total",0.371769520538357,0.303082974770732,0.456022237824051,5,0.933812730205304,0.98093901005634,2.22000873513015e-21
"Afatinib","treat_line","priority therapy","vascular_total",0.80332520194266,0.535779703087784,1.20447149520049,4,0.208526921500732,0.0534439863058409,0.289273922747179
"Dacomitinib","treat_line","priority therapy","vascular_total",0.985436893203884,0.522135955361109,1.85983336431164,1,NA,NA,0.963892749061597
"Befotertinib","treat_line","priority therapy","vascular_total",34.6488549618321,8.28581870170048,144.891312903056,1,NA,NA,1.19351029819182e-06
"Icotinib","treat_line","priority therapy","vascular_total",0.0288609825952853,0.00690172502383965,0.12068813426907,1,NA,NA,1.19351029819182e-06
"Lazertinib","treat_line","priority therapy","vascular_total",0.585718930248204,0.458623060716163,0.748036229829752,3,0.957410840925491,1.22064120851338,1.81884709540481e-05
"Gefitinib","treat_line","non-priority therapy","vascular_total",0.203439510625597,0.0928286735358112,0.44584968099987,3,0,0,6.95609961654665e-05
"Osimertinib","treat_line","non-priority therapy","vascular_total",0.255107821022707,0.164285221582056,0.39614032059754,5,0.724029641421248,1.0083038876685,1.17244100586517e-09
"Erlotinib","treat_line","non-priority therapy","vascular_total",0.445392908422901,0.382733118651512,0.518311150005379,27,0.612778189065589,0.300298349874881,1.38610776519621e-25
"Afatinib","treat_line","non-priority therapy","vascular_total",1.65708316263826,0.884671205809103,3.1038928246657,2,0.470000794610757,0.314838095210755,0.11473136938449
"Dacomitinib","treat_line","non-priority therapy","vascular_total",1.0220897563618,0.526130560969467,1.98556698195743,3,0,0,0.948581333862641
"Almonertinib","treat_line","priority therapy","arrhy_serious",2.0188679245283,0.181695962388007,22.4321313645121,1,NA,NA,0.56743581257916
"Gefitinib","treat_line","priority therapy","arrhy_serious",0.907074125157638,0.397135993599564,2.07179274049915,5,0,0,0.816972378441784
"Osimertinib","treat_line","priority therapy","arrhy_serious",0.637698357192996,0.250032211592726,1.62642721982177,5,0,0,0.346304001481475
"Erlotinib","treat_line","priority therapy","arrhy_serious",0.846474026993412,0.282751104175111,2.53409542100566,5,0,0,0.765760405229206
"Afatinib","treat_line","priority therapy","arrhy_serious",0.571140778238185,0.115600638720243,2.82179918880844,3,0,0,0.491950352009764
